CCODE,ARDAID,ABBREV,CNAME,FIRSTYEAR,FIRSTMONTH,FIRSTDAY,LASTYEAR,LASTMONTH,LASTDAY,XCPOSNAME,XCFULLNAME,XCGIVENNAME,XCFAMNAME,XCRNAME,XCRID,XCR2ID,REMARKS
403,195,STP,Sao Tome and Principe,2003,7,16,2003,7,22,"Chairman, Military Junta of National Salvation",Fernando Pereira,Fernando,Pereira,Roman Catholic,1222,1200,
403,195,STP,Sao Tome and Principe,2003,7,23,2011,9,2,President,Fradique Bandeira Melo de Menezes,Fradique,Menezes,,,,
403,195,STP,Sao Tome and Principe,2011,9,3,2016,9,2,President,Manuel Pinto da Costa,Manuel,Pinto da Costa,,,,
403,195,STP,Sao Tome and Principe,2016,9,3,,,,President,Evaristo do Espï¿½rito Santo Carvalho,Evaristo,Carvalho,,,,
404,100,GNB,Guinea-Bissau,1974,9,24,1980,11,13,Chairman of the Council of State,Luï¿½s Severino de Almeida Cabral,Luï¿½s,Cabral,,,,
404,100,GNB,Guinea-Bissau,1980,11,14,1984,5,13,Chairman of the Council of the Revolution,"Joï¿½o Bernardo ""Nino"" Vieira",Joï¿½o,Vieira,,,,
404,100,GNB,Guinea-Bissau,1984,5,14,1984,5,15,Acting President,Carmen Pereira,Carmen,Pereira,,,,
404,100,GNB,Guinea-Bissau,1984,5,16,1994,9,28,Chairman of the Council of State,"Joï¿½o Bernardo ""Nino"" Vieira",Joï¿½o,Vieira,,,,
404,100,GNB,Guinea-Bissau,1994,9,29,1999,5,6,President,"Joï¿½o Bernardo ""Nino"" Vieira",Joï¿½o,Vieira,,,,
404,100,GNB,Guinea-Bissau,1999,5,7,1999,5,13,Chairman of the Supreme Command of the Military Junta,Ansumane Manï¿½,Ansumane,Manï¿½,,,,
404,100,GNB,Guinea-Bissau,1999,5,14,2000,2,16,President,Malam Bacai Sanhï¿½,Malam,Sanhï¿½,Muslim (NFI),3000,3000,
404,100,GNB,Guinea-Bissau,2000,2,17,2003,9,13,President,Kumba Ialï¿½ (or Yalï¿½) Embalï¿½ (now Mohamed Ialï¿½ [Yalï¿½] Embalï¿½),Kumba,Ialï¿½ (or Yalï¿½),Roman Catholic,1222,1200,converted to Islam in 2008
404,100,GNB,Guinea-Bissau,2003,9,14,2003,9,27,Chairman of the Military Committee,Verï¿½ssimo Correia Seabra,Verï¿½ssimo,Seabra,,,,
404,100,GNB,Guinea-Bissau,2003,9,28,2005,9,30,(Acting?) President,Henrique Pereira Rosa,Henrique,Rosa,,,,
404,100,GNB,Guinea-Bissau,2005,10,1,2009,3,1,President,"Joï¿½o Bernardo ""Nino"" Vieira",Joï¿½o,Vieira,,,,
404,100,GNB,Guinea-Bissau,2009,3,2,2009,9,7,Acting President,Raimundo Pereira,Raimundo,Pereira,,,,
404,100,GNB,Guinea-Bissau,2009,9,8,2012,1,8,President,Malam Bacai Sanhï¿½,Malam,Sanhï¿½,Muslim (NFI),3000,3000,
404,100,GNB,Guinea-Bissau,2012,1,9,2012,4,11,Acting President,Raimundo Pereira,Raimundo,Pereira,,,,
404,100,GNB,Guinea-Bissau,2012,4,12,2012,5,10,Chairman of the Military Command,Mamadu Ture Kuruma,Mamadu,Kuruma,Muslim (NFI),3000,3000,
404,100,GNB,Guinea-Bissau,2012,5,11,2014,6,22,Acting President,Manuel Serifo Nhamadjo,Manuel,Serifo Nhamadjo,Muslim (NFI),3000,3000,presumed by attire
404,100,GNB,Guinea-Bissau,2014,6,23,,,,President,Josï¿½ Mï¿½rio Vaz Gï¿½mes,Josï¿½,Mï¿½rio Vaz,Roman Catholic,1222,1200,
411,75,EQG,Equatorial Guinea,1968,10,12,1972,7,13,President,Francisco Macï¿½as Nguema,Francisco,Macï¿½as Nguema,Christian Syncretic,1900,1900,"French W. claims Atheist; from country expert: originally nominally Catholic, but father a Bwiti witch doctor; moved away from Catholicism with age"
411,75,EQG,Equatorial Guinea,1972,7,14,1975,9,25,President,Francisco Macï¿½as Nguema Biyogo,Francisco,Biyogo,Christian Syncretic,1900,1900,same person; country expert
411,75,EQG,Equatorial Guinea,1975,9,26,1976,6,30,President,Macï¿½as Nguema Biyogo ï¿½egue Ndong,Macï¿½as Nguema,Ndong,Christian Syncretic,1900,1900,same person; country expert
411,75,EQG,Equatorial Guinea,1976,7,1,1979,8,2,President,Masie Nguema Biyogo ï¿½egue Ndong,Masie Nguema,Ndong,Christian Syncretic,1900,1900,country expert; same person; precise date of name change unknown
411,75,EQG,Equatorial Guinea,1979,8,3,1979,8,24,Chairman of the Revolutionary Military Council,Teodoro Obiang Nguema Mbasogo,Teodoro,Obiang,Roman Catholic,1222,1200,
411,75,EQG,Equatorial Guinea,1979,8,25,1982,10,11,Chairman of the Supreme Military Council,Teodoro Obiang Nguema Mbasogo,Teodoro,Obiang,Roman Catholic,1222,1200,
411,75,EQG,Equatorial Guinea,1982,10,12,,,,President,Teodoro Obiang Nguema Mbasogo,Teodoro,Obiang,Roman Catholic,1222,1200,
420,87,GAM,Gambia,1965,2,18,1970,4,23,Prime Minister,Dawda Kairaba Jawara,Dawda,Jawara,Sunni Muslim,3100,3100,from 2011 (source no longer available)
421,87,GAM,Gambia,1970,4,24,1981,7,29,President,Dawda Kairaba Jawara,Dawda,Jawara,Sunni Muslim,3100,3100,from 2011 (source no longer available)
422,87,GAM,Gambia,1981,7,30,1981,8,4,Chairman of the National Revolutionary Council,Kukoi Samba Sanyang,Kukoi,Sanyang,,,,
423,87,GAM,Gambia,1981,8,5,1994,7,21,President,Dawda Kairaba Jawara,Dawda,Jawara,Sunni Muslim,3100,3100,from 2011 (source no longer available)
424,87,GAM,Gambia,1994,7,22,1996,9,27,Chairman of the Armed Force Provisional Ruling Council,Yahya Abdul-Aziz Jemus Junkung Jammeh,Yahya,Jammeh,Sunni Muslim,3100,3100,
425,87,GAM,Gambia,1996,9,28,2017,1,18,President,Yahya Abdul-Aziz Jemus Junkung Jammeh,Yahya,Jammeh,Sunni Muslim,3100,3100,
426,87,GAM,Gambia,2017,1,19,,,,President,Adama Barrow,Adama,Barrow,Muslim (NFI),3000,3000,likely Sunni
432,141,MLI,Mali,1960,6,20,1965,6,30,Chief of State,Modibo Kï¿½ï¿½ta,Modibo,Kï¿½ï¿½ta,Sunni Muslim,3100,3100,from country expert
432,141,MLI,Mali,1965,7,1,1968,11,18,President,Modibo Kï¿½ï¿½ta,Modibo,Kï¿½ï¿½ta,Sunni Muslim,3100,3100,from country expert; precise date of title change unknown
432,141,MLI,Mali,1968,11,19,1969,9,18,Chairman of the Military Committee for National Liberation,Moussa Traorï¿½,Moussa,Traorï¿½,Sunni Muslim,3100,3100,from country expert
432,141,MLI,Mali,1969,9,19,1979,6,18,Head of State,Moussa Traorï¿½,Moussa,Traorï¿½,Sunni Muslim,3100,3100,from country expert
432,141,MLI,Mali,1979,6,19,1991,3,25,President,Moussa Traorï¿½,Moussa,Traorï¿½,Sunni Muslim,3100,3100,from country expert
432,141,MLI,Mali,1991,3,26,1991,3,30,Chairman of the National Reconciliation Council,Amadou Toumani Tourï¿½,Amadou,Tourï¿½,Sunni Muslim,3100,3100,from country expert
432,141,MLI,Mali,1991,3,31,1992,6,7,Chairman of the Transitional Committee for the Salvation of the People,Amadou Toumani Tourï¿½,Amadou,Tourï¿½,Sunni Muslim,3100,3100,from country expert
432,141,MLI,Mali,1992,6,8,2002,6,7,President,Alpha Oumar Konarï¿½,Alpha,Konarï¿½,Sunni Muslim,3100,3100,from country expert
432,141,MLI,Mali,2002,6,8,2012,3,21,President,Amadou Toumani Tourï¿½,Amadou,Tourï¿½,Sunni Muslim,3100,3100,from country expert
432,141,MLI,Mali,2012,3,22,2012,4,11,Leader of the National Committee,Amadou Haya Sanogo,Amadou,Sanogo,Roman Catholic,1222,1200,
432,141,MLI,Mali,2012,4,12,2013,9,3,Acting President,Dioncounda Traorï¿½,Dioncounda,Traorï¿½,Muslim (NFI),3000,3000,likely Sunni
432,141,MLI,Mali,2013,9,4,,,,President,Ibrahim Boubacar Keï¿½ta,Ibrahim,Keï¿½ta,Muslim (NFI),3000,3000,likely Sunni
433,197,SEN,Senegal,1960,8,20,1980,12,31,President,Lï¿½opold Sï¿½dar Senghor,Lï¿½opold,Senghor,Roman Catholic,1222,1200,
433,197,SEN,Senegal,1981,1,1,2000,3,31,President,Abdou Diouf,Abdou,Diouf,Sunni Muslim,3100,3100,
433,197,SEN,Senegal,2000,4,1,2012,4,1,President,Abdoulaye Wade,Abdoulaye,Wade,Sunni Muslim,3100,3100,
433,197,SEN,Senegal,2012,4,2,,,,President,Macky Sall,Macky,Sall,"Maliki, Sunni Muslim",3120,3100,
434,24,BEN,Benin,1960,8,1,1960,12,30,"Head of State, later President",Coutoucou Hubert Maga,Hubert,Maga,Roman Catholic,1222,1200,
434,24,BEN,Benin,1960,12,31,1963,10,27,President,Coutoucou Hubert Maga,Hubert,Maga,Roman Catholic,1222,1200,
434,24,BEN,Benin,1963,10,28,1964,1,24,Head of Provisional Gov't,Christophe Soglo,Christophe,Soglo,Roman Catholic,1222,1200,from country expert
434,24,BEN,Benin,1964,1,25,1965,11,26,President,Sourou-Migan Marcellin Joseph Apithy,Sourou-Migan,Apithy,Roman Catholic,1222,1200,from country expert
434,24,BEN,Benin,1965,11,27,1965,11,28,Acting President,Justin Ahomadegbï¿½-Tomï¿½tin,Justin,Ahomadegbï¿½-Tomï¿½tin,Roman Catholic,1222,1200,from country expert
434,24,BEN,Benin,1965,11,29,1965,12,21,Acting President,Tahirou Congacou,Tahirou,Congacou,Muslim (NFI),3000,3000,
434,24,BEN,Benin,1965,12,22,1967,12,18,President,Christophe Soglo,Christophe,Soglo,Roman Catholic,1222,1200,from country expert
434,24,BEN,Benin,1967,12,19,1967,12,19,Chairman of the Revolutionary Committee,Jean-Baptiste Hachï¿½me,Jean-Baptiste,Hachï¿½me,Roman Catholic,1222,1200,from country expert
434,24,BEN,Benin,1967,12,20,1967,12,20,leader of military coup,Iropa Maurice Kouandï¿½tï¿½,Maurice,Kouandï¿½tï¿½,Roman Catholic,1222,1200,from country expert
434,24,BEN,Benin,1967,12,21,1968,7,16,Head of State,Alphonse Amadou Alley,Alphonse,Alley,,,,disputed; Muslim (NFI) or Catholic
434,24,BEN,Benin,1968,7,17,1969,12,9,President,ï¿½mile Derlin Henri Zinsou,ï¿½mile,Zinsou,Roman Catholic,1222,1200,from country expert
434,24,BEN,Benin,1969,12,10,1969,12,12,leader of military coup,Iropa Maurice Kouandï¿½tï¿½,Maurice,Kouandï¿½tï¿½,Roman Catholic,1222,1200,from country expert
434,24,BEN,Benin,1969,12,13,1970,5,6,Chairman of the Directory,Paul-ï¿½mile de Souza,Paul-ï¿½mile,De Souza,Roman Catholic,1222,1200,from country expert
434,24,BEN,Benin,1970,5,7,1972,5,6,Chairman of the Presidential Council,Coutoucou Hubert Maga,Hubert,Maga,Roman Catholic,1222,1200,
434,24,BEN,Benin,1972,5,7,1972,10,25,Chairman of the Presidential Council,Justin Ahomadegbï¿½-Tomï¿½tin,Justin,Ahomadegbï¿½-Tomï¿½tin,Roman Catholic,1222,1200,from country expert
434,24,BEN,Benin,1972,10,26,1975,1,29,President,Mathieu Kï¿½rï¿½kou,Mathieu,Kï¿½rï¿½kou,Roman Catholic,1222,1200,
434,24,BEN,Benin,1975,11,30,1980,,,President,Mathieu Kï¿½rï¿½kou,Mathieu,Kï¿½rï¿½kou,Roman Catholic,1222,1200,"reported to have briefly converted to Islam in 1980, but uncorroborated"
434,24,BEN,Benin,1980,,,1990,2,28,President,Mathieu Kï¿½rï¿½kou,Mathieu,Kï¿½rï¿½kou,Protestant (NFI),1400,1300,
434,24,BEN,Benin,1990,3,1,1991,4,3,President (& various other titles),Mathieu Kï¿½rï¿½kou,Mathieu,Kï¿½rï¿½kou,Protestant (NFI),1400,1300,
434,24,BEN,Benin,1991,4,4,1996,4,3,President,Nicï¿½phore Dieudonnï¿½ Soglo,Nicï¿½phore,Soglo,Roman Catholic,1222,1200,from country expert
434,24,BEN,Benin,1996,4,4,2006,4,5,President,Mathieu Kï¿½rï¿½kou,Mathieu,Kï¿½rï¿½kou,Protestant (NFI),1400,1300,
434,24,BEN,Benin,2006,4,6,2016,4,5,President,Thomas Yayi Boni,Yayi,Boni,Protestant (NFI),1400,1300,
434,24,BEN,Benin,2016,4,6,,,,President,Patrice Guillaume Athanase Talon,Patrice,Talon,Roman Catholic,1222,1200,
435,146,MAA,Mauritania,1960,11,28,1961,8,19,Acting Head of State,Moktar Ould Daddah,Moktar,Daddah,Sunni Muslim,3100,3100,
435,146,MAA,Mauritania,1961,8,20,1978,7,9,President,Moktar Ould Daddah,Moktar,Daddah,Sunni Muslim,3100,3100,
435,146,MAA,Mauritania,1978,7,10,1979,4,5,Chairman of the Military Committee for National Recovery,Mustafa Ould Salek,Mustafa,Salek,Sunni Muslim,3100,3100,
435,146,MAA,Mauritania,1979,4,6,1979,5,26,leader of military coup,Ahmed Ould Bouceif,Ahmed,Bouceif,,,,
435,146,MAA,Mauritania,1979,5,27,1979,6,2,leader of military coup,Mohamed Khouna Ould Haidallah,Mohamed,Haidallah,Sunni Muslim,3100,3100,
435,146,MAA,Mauritania,1979,6,3,1980,1,3,Chairman of the Military Committee for National Salvation,Mohamed Mahmoud Ould Louly,Mohamed,Louly,,,,
435,146,MAA,Mauritania,1980,1,4,1984,12,11,Chairman of the Military Committee for National Salvation,Mohamed Khouna Ould Haidallah,Mohamed,Haidallah,Sunni Muslim,3100,3100,
435,146,MAA,Mauritania,1984,12,12,1992,4,17,Chairman of the Military Committee for National Salvation,Maaouya Ould Sid'Ahmed Taya,Maaouya,Taya,Sunni Muslim,3100,3100,
435,146,MAA,Mauritania,1992,4,18,2005,8,2,President,Maaouya Ould Sid'Ahmed Taya,Maaouya,Taya,Sunni Muslim,3100,3100,
435,146,MAA,Mauritania,2005,8,3,2007,4,18,Chairman of the Military Council for Justice and Democracy,Ely Ould Mohamed Vall,Ely,Vall,Muslim (NFI),3000,3000,likely Sunni
435,146,MAA,Mauritania,2007,4,19,2008,8,5,President,Mohamed Ould Abdallahi,Mohamed,Abdallahi,Muslim (NFI),3000,3000,likely Sunni
435,146,MAA,Mauritania,2008,8,6,2009,4,14,President of the High Council of State,Mohamed Ould Abdel Aziz,Mohamed,Abdel Aziz,Sunni Muslim,3100,3100,(Sufi)
435,146,MAA,Mauritania,2009,4,15,2009,8,4,Acting President,Ba Mamadou dit Mbarï¿½,Ba Mamadou,Mbarï¿½,Sunni Muslim,3100,3100,(Sufi)
435,146,MAA,Mauritania,2009,8,5,2019,7,31,President,Mohamed Ould Abdel Aziz,Mohamed,Abdel Aziz,Sunni Muslim,3100,3100,(Sufi)
435,146,MAA,Mauritania,2019,8,1,,,,President,Mohamed Ould Cheikh Mohamed Ahmed Ould Ghazouani,Mohamed,Ghazouani,Sunni Muslim,3100,3100,(Sufi)
436,165,NIR,Niger,1960,10,3,1960,11,9,Prime Minister,Hamani Diori,Hamani,Diori,Sunni Muslim,3100,3100,"likely, being Hausa"
436,165,NIR,Niger,1960,11,10,1974,4,14,President,Hamani Diori,Hamani,Diori,Sunni Muslim,3100,3100,"likely, being Hausa"
436,165,NIR,Niger,1974,4,15,1987,11,9,President of the Supreme Military Council,Seyni Kountchï¿½,Seyni,Kountchï¿½,Sunni Muslim,3100,3100,"likely, being Hausa"
436,165,NIR,Niger,1987,11,10,1987,11,13,Interim President of the Supreme Military Council,Ali Saibou,Ali,Saibou,Sunni Muslim,3100,3100,"likely, being Hausa"
436,165,NIR,Niger,1987,11,14,1989,5,16,President of the Supreme Military Council,Ali Saibou,Ali,Saibou,Sunni Muslim,3100,3100,"likely, being Hausa"
436,165,NIR,Niger,1989,5,17,1989,12,19,President of the Supreme Council of National Orientation,Ali Saibou,Ali,Saibou,Sunni Muslim,3100,3100,"likely, being Hausa"
436,165,NIR,Niger,1989,12,20,1993,4,15,President,Ali Saibou,Ali,Saibou,Sunni Muslim,3100,3100,"likely, being Hausa"
436,165,NIR,Niger,1993,11,16,1996,1,26,President,Mahamane Ousmane,Mahamane,Ousmane,Sunni Muslim,3100,3100,"likely, being Hausa"
436,165,NIR,Niger,1996,1,27,1996,8,6,Chairman of the National Salvation Council,Ibrahim Barï¿½ Maï¿½nassara,Ibrahim,Maï¿½nassara,Sunni Muslim,3100,3100,"likely, being Hausa"
436,165,NIR,Niger,1996,8,7,1999,4,8,President,Ibrahim Barï¿½ Maï¿½nassara,Ibrahim,Maï¿½nassara,Sunni Muslim,3100,3100,"likely, being Hausa"
436,165,NIR,Niger,1999,4,9,1999,4,10,Prime Minister,Ibrahim Hassane Mayaki,Ibrahim,Mayaki,Sunni Muslim,3100,3100,"likely, being Hausa"
436,165,NIR,Niger,1999,4,11,1999,12,21,Chairman of the National Reconciliation Council,Daouda Malam Wankï¿½,Daouda,Wankï¿½,Sunni Muslim,3100,3100,"likely, being Hausa"
436,165,NIR,Niger,1999,12,22,2010,2,17,President,Mamadou Tandja,Mamadou,Tandja,,,,first non-Hausa
436,165,NIR,Niger,2010,2,18,2011,4,6,Chairman of the Supreme Council for the Restoration of Democracy,Salou Djibo,Salou,Djibo,Sunni Muslim,3100,3100,"likely, being Djerma"
436,165,NIR,Niger,2011,4,7,,,,President,Mahamadou Issoufou,Mahamadou,Issoufou,Sunni Muslim,3100,3100,from 2011 (source no longer available)
437,61,CDI,Cote d'Ivoire,1960,8,7,1960,11,2,Head of State,Fï¿½lix Houphouï¿½t-Boigny,Fï¿½lix,Houphouï¿½t-Boigny,Roman Catholic,1222,1200,
437,61,CDI,Cote d'Ivoire,1960,11,3,1993,12,6,President,Fï¿½lix Houphouï¿½t-Boigny,Fï¿½lix,Houphouï¿½t-Boigny,Roman Catholic,1222,1200,
437,61,CDI,Cote d'Ivoire,1993,12,7,1999,12,23,President,Aimï¿½ Henri Konan Bï¿½diï¿½,Henri,Bï¿½diï¿½,Christian (NFI),1000,1000,
437,61,CDI,Cote d'Ivoire,1999,12,24,2000,1,3,President of the National Public Salvation Committee,Robert Guï¿½ï¿½,Robert,Guï¿½ï¿½,Roman Catholic,1222,1200,
437,61,CDI,Cote d'Ivoire,2000,1,4,2000,10,25,President,Robert Guï¿½ï¿½,Robert,Guï¿½ï¿½,Roman Catholic,1222,1200,
437,61,CDI,Cote d'Ivoire,2000,10,26,2011,4,10,President,Laurent Koudou Gbagbo,Laurent,Gbagbo,Roman Catholic,1222,1200,
437,61,CDI,Cote d'Ivoire,2011,4,11,,,,President,Alassane Dramane Ouattara,Alassane,Ouattara,Muslim (NFI),3000,3000,likely Sunni
438,101,GUI,Guinea,1958,10,2,1984,3,25,President,Ahmed Sï¿½kou Tourï¿½,Sï¿½kou,Tourï¿½,Muslim (NFI),3000,3000,"likely Sunni, being Mandinka"
438,101,GUI,Guinea,1984,3,26,1984,4,2,Interim President,Louis Lansana Beavogui,Louis,Beavogui,,,,
438,101,GUI,Guinea,1984,4,3,1984,4,4,"Chairman of Military Committee, then President",Lansana Contï¿½,Lansana,Contï¿½,Muslim (NFI),3000,3000,"likely Sunni, being Susu"
438,101,GUI,Guinea,1984,4,5,2008,12,21,President,Lansana Contï¿½,Lansana,Contï¿½,Muslim (NFI),3000,3000,"likely Sunni, being Susu"
438,101,GUI,Guinea,2008,12,22,2008,12,23,Acting President,El Hajj Aboubacar Somparï¿½,Aboubacar,Somparï¿½,Muslim (NFI),3000,3000,
438,101,GUI,Guinea,2008,12,24,2009,12,2,President,"Moussa Dadis Camara, now Moï¿½se Dadis Camara",Dadis,Camara,Muslim (NFI),3000,3000,converted to Catholicism in 2010
438,101,GUI,Guinea,2009,12,3,2010,12,20,Acting President,Sï¿½kouba Konatï¿½,Sï¿½kouba,Konatï¿½,,,,"likely Sunni Muslim, being Malinke"
438,101,GUI,Guinea,2010,12,21,,,,President,Alpha Condï¿½,Alpha,Condï¿½,Muslim (NFI),3000,3000,
439,36,BFO,Burkina Faso,1960,8,5,1966,1,2,President,Maurice Yamï¿½ogo,Maurice,Yamï¿½ogo,Roman Catholic,1222,1200,"born Animist, converted 1929"
439,36,BFO,Burkina Faso,1966,1,3,1971,1,12,President,Aboubakar Sangoulï¿½ Lamizana,Sangoulï¿½,Lamizana,Muslim (NFI),3000,3000,
439,36,BFO,Burkina Faso,1971,1,13,1974,2,7,Prime Minister,Gï¿½rard Kango Ouï¿½draogo,Gï¿½rard,Ouï¿½draogo,Roman Catholic,1222,1200,de facto chief executive during power struggle b/w PM & President
439,36,BFO,Burkina Faso,1974,2,8,1980,11,24,President,Aboubakar Sangoulï¿½ Lamizana,Sangoulï¿½,Lamizana,Muslim (NFI),3000,3000,
439,36,BFO,Burkina Faso,1980,11,25,1982,11,7,President of the Military Committee of Recovery for National Progress,Saye Zerbo,Saye,Zerbo,Muslim (NFI),3000,3000,converted to Christianity between 1983 and 1985
439,36,BFO,Burkina Faso,1982,11,8,1982,11,25,Chairman of the Provisional Committee for Popular Salvation,Jean-Baptiste Ouï¿½draogo,Jean-Baptiste,Ouï¿½draogo,Roman Catholic,1222,1200,from country expert
439,36,BFO,Burkina Faso,1982,11,26,1983,8,3,President,Jean-Baptiste Ouï¿½draogo,Jean-Baptiste,Ouï¿½draogo,Roman Catholic,1222,1200,from country expert
439,36,BFO,Burkina Faso,1983,8,4,1984,8,3,President,Thomas Isidore Noï¿½l Sankara,Thomas,Sankara,Roman Catholic,1222,1200,
439,36,BFO,Burkina Faso,1984,8,4,1987,10,14,President,Thomas Isidore Noï¿½l Sankara,Thomas,Sankara,Roman Catholic,1222,1200,
439,36,BFO,Burkina Faso,1987,10,15,1991,12,23,President of the Popular Front,Blaise Compaorï¿½,Blaise,Compaorï¿½,Roman Catholic,1222,1200,
439,36,BFO,Burkina Faso,1991,12,24,2014,10,30,President,Blaise Compaorï¿½,Blaise,Compaorï¿½,Roman Catholic,1222,1200,
439,36,BFO,Burkina Faso,2014,10,31,2014,10,31,President,"disputed: Honorï¿½ Nabï¿½rï¿½ Traorï¿½, or Yacouba Isaac Zida",,,,,,
439,36,BFO,Burkina Faso,2014,11,1,2014,11,17,President,Yacouba Isaac Zida,Isaac,Zida,Protestant (NFI),1400,1300,formerly Muslim; https://www.jeuneafrique.com/233386/politique/burkina-zida-l-affranchi/
439,36,BFO,Burkina Faso,2014,11,18,2015,9,16,President,Michel Kafando,Michel,Kafando,Muslim (NFI),3000,3000,likely Sunni
439,36,BFO,Burkina Faso,2015,9,17,2015,9,22,"Chairman of the National Council, or Acting Presidnet","disputed: Gilbert Diendï¿½rï¿½, or Chï¿½rif Moumina Sy",,,,,,
439,36,BFO,Burkina Faso,2015,9,23,2015,12,28,President,Michel Kafando,Michel,Kafando,Muslim (NFI),3000,3000,likely Sunni
439,36,BFO,Burkina Faso,2015,12,29,,,,President,Roch Marc Christian Kaborï¿½,Roch,Kaborï¿½,Roman Catholic,1222,1200,
450,131,LBR,Liberia,1944,1,3,1971,7,22,President,William Vacanarat Shadrach Tubman,William,Tubman,Methodist,1460,1300,
450,131,LBR,Liberia,1971,7,23,1980,4,11,President,"William Richard Tolbert, Jr.",William,Tolbert,Baptist,1440,1300,
450,131,LBR,Liberia,1980,4,12,1986,1,5,Head of the People's Redemption Council,Samuel Kanyon Doe,Samuel,Doe,Baptist,1440,1300,
450,131,LBR,Liberia,1986,1,6,1990,9,8,President,Samuel Kanyon Doe,Samuel,Doe,Baptist,1440,1300,
450,131,LBR,Liberia,1990,9,9,1990,9,21,President,vacant,,,,,,
450,131,LBR,Liberia,1990,9,22,1994,3,6,President of the Interim Government of National Unity,Amos Claudius Sawyer,Amos,Sawyer,,,,
450,131,LBR,Liberia,1994,3,7,1995,8,31,Chairman of the Council of State,David Donald Kpormakpor,David,Kpormakpor,,,,
450,131,LBR,Liberia,1995,9,1,1996,9,2,Chairman of the Council of State,"Wilton Gbakolo Sengbe Sankawulo, Sr.",Wilton,Sankawulo,Protestant (NFI),1400,1300,likely Lutheran; degree from Pacific Lutheran Theological Seminary
450,131,LBR,Liberia,1996,9,3,1997,8,1,Chairwoman of the Council of State,Ruth Sando Fahnbulleh Perry,Ruth,Perry,Muslim (NFI),3000,3000,likely Sunni
450,131,LBR,Liberia,1997,8,2,2003,8,10,President,Charles McArthur Ghankay Taylor,Charles,Taylor,Protestant (NFI),1400,1300,
450,131,LBR,Liberia,2003,8,11,2003,10,13,President,Moses Zeh Blah,Moses,Blah,,,,
450,131,LBR,Liberia,2003,10,14,2006,1,15,Chairman of the National Transitional Government,Charles Gyude Bryant,Gyude,Bryant,Episcopal,1510,1300,
450,131,LBR,Liberia,2006,1,16,2018,1,21,President,Ellen Johnson Sirleaf,Ellen,Sirleaf,Methodist,1460,1300,
450,131,LBR,Liberia,2018,1,22,,,,President,George Manneh Oppong Weah,George,Weah,Methodist,1460,1300,
451,200,SIE,Sierra Leone,1961,4,27,1964,4,27,Prime Minister,Milton Augustus Strieby Margai,Milton,Margai,Protestant (NFI),1400,1300,from 2011 (source no longer available)
451,200,SIE,Sierra Leone,1964,4,28,1967,3,16,Prime Minister,Albert Michael Margai,Albert,Margai,Protestant (NFI),1400,1300,presumed; brother of previous PM
451,200,SIE,Sierra Leone,1967,3,17,1967,3,20,Prime Minister,Siaka Probyn Stevens,Siaka,Stevens,Christian (NFI),1000,1000,likely Western Christian
451,200,SIE,Sierra Leone,1967,3,21,1967,3,23,leader of military coup,David Lansana,David,Lansana,,,,likely Western Christian
451,200,SIE,Sierra Leone,1967,3,24,1967,3,26,Chairman of the National Reform Council,Ambrose Patrick Genda,Ambrose,Genda,,,,
451,200,SIE,Sierra Leone,1967,3,27,1967,4,18,Chairman of National Reform Council,Andrew Terence Juxon-Smith,Andrew,Juxon-Smith,,,,
451,200,SIE,Sierra Leone,1967,4,19,1967,4,20,Chairman of National Interim Council,Patrick Conteh,Patrick,Conteh,,,,
451,200,SIE,Sierra Leone,1967,4,21,1967,4,25,,vacant,,,,,,
451,200,SIE,Sierra Leone,1967,4,26,1971,4,18,Prime Minister,Siaka Probyn Stevens,Siaka,Stevens,Christian (NFI),1000,1000,likely Western Christian
451,200,SIE,Sierra Leone,1971,4,19,1971,4,20,President,Christopher Okoro Cole,Christopher,Cole,,,,possibly Adventist
451,200,SIE,Sierra Leone,1971,4,21,1985,11,27,President,Siaka Probyn Stevens,Siaka,Stevens,Christian (NFI),1000,1000,likely Western Christian
451,200,SIE,Sierra Leone,1985,11,28,1992,4,28,President,Joseph Saidu Momoh,Joseph,Momoh,Christian (NFI),1000,1000,possibly Methodist
