CCODE,ABBREV,YEAR,SCODE,SABBREV,ARDAID,NUMISO,ISO3,UNCODE,INDEP,INPOLITY,INCOW,XCNUM,XCRNAME,XCRID,XCRDAYS,XCR2ID,XCR2DAYS
2,USA,1946,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,365,1300,365
2,USA,1947,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,365,1300,365
2,USA,1948,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,366,1300,366
2,USA,1949,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,365,1300,365
2,USA,1950,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,365,1300,365
2,USA,1951,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,365,1300,365
2,USA,1952,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,366,1300,366
2,USA,1953,2,USA,234,840,USA,840,1,1,1,2,Presbyterian,1422,345,1300,365
2,USA,1954,2,USA,234,840,USA,840,1,1,1,1,Presbyterian,1422,365,1300,365
2,USA,1955,2,USA,234,840,USA,840,1,1,1,1,Presbyterian,1422,365,1300,365
2,USA,1956,2,USA,234,840,USA,840,1,1,1,1,Presbyterian,1422,366,1300,366
2,USA,1957,2,USA,234,840,USA,840,1,1,1,1,Presbyterian,1422,365,1300,365
2,USA,1958,2,USA,234,840,USA,840,1,1,1,1,Presbyterian,1422,365,1300,365
2,USA,1959,2,USA,234,840,USA,840,1,1,1,1,Presbyterian,1422,365,1300,365
2,USA,1960,2,USA,234,840,USA,840,1,1,1,1,Presbyterian,1422,366,1300,366
2,USA,1961,2,USA,234,840,USA,840,1,1,1,2,Roman Catholic,1222,345,1200,345
2,USA,1962,2,USA,234,840,USA,840,1,1,1,1,Roman Catholic,1222,365,1200,365
2,USA,1963,2,USA,234,840,USA,840,1,1,1,2,Roman Catholic,1222,325,1200,325
2,USA,1964,2,USA,234,840,USA,840,1,1,1,1,Disciples of Christ (Congregationalist),1423,366,1300,366
2,USA,1965,2,USA,234,840,USA,840,1,1,1,1,Disciples of Christ (Congregationalist),1423,365,1300,365
2,USA,1966,2,USA,234,840,USA,840,1,1,1,1,Disciples of Christ (Congregationalist),1423,365,1300,365
2,USA,1967,2,USA,234,840,USA,840,1,1,1,1,Disciples of Christ (Congregationalist),1423,365,1300,365
2,USA,1968,2,USA,234,840,USA,840,1,1,1,1,Disciples of Christ (Congregationalist),1423,366,1300,366
2,USA,1969,2,USA,234,840,USA,840,1,1,1,2,Quaker,1480,345,1300,365
2,USA,1970,2,USA,234,840,USA,840,1,1,1,1,Quaker,1480,365,1300,365
2,USA,1971,2,USA,234,840,USA,840,1,1,1,1,Quaker,1480,365,1300,365
2,USA,1972,2,USA,234,840,USA,840,1,1,1,1,Quaker,1480,366,1300,366
2,USA,1973,2,USA,234,840,USA,840,1,1,1,1,Quaker,1480,365,1300,365
2,USA,1974,2,USA,234,840,USA,840,1,1,1,2,Quaker,1480,220,1300,365
2,USA,1975,2,USA,234,840,USA,840,1,1,1,1,Episcopalian,1510,365,1300,365
2,USA,1976,2,USA,234,840,USA,840,1,1,1,1,Episcopalian,1510,366,1300,366
2,USA,1977,2,USA,234,840,USA,840,1,1,1,2,Baptist,1440,345,1300,365
2,USA,1978,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,365,1300,365
2,USA,1979,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,365,1300,365
2,USA,1980,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,366,1300,366
2,USA,1981,2,USA,234,840,USA,840,1,1,1,2,Presbyterian,1422,345,1300,365
2,USA,1982,2,USA,234,840,USA,840,1,1,1,1,Presbyterian,1422,365,1300,365
2,USA,1983,2,USA,234,840,USA,840,1,1,1,1,Presbyterian,1422,365,1300,365
2,USA,1984,2,USA,234,840,USA,840,1,1,1,1,Presbyterian,1422,366,1300,366
2,USA,1985,2,USA,234,840,USA,840,1,1,1,1,Presbyterian,1422,365,1300,365
2,USA,1986,2,USA,234,840,USA,840,1,1,1,1,Presbyterian,1422,365,1300,365
2,USA,1987,2,USA,234,840,USA,840,1,1,1,1,Presbyterian,1422,365,1300,365
2,USA,1988,2,USA,234,840,USA,840,1,1,1,1,Presbyterian,1422,366,1300,366
2,USA,1989,2,USA,234,840,USA,840,1,1,1,2,Episcopalian,1510,345,1300,365
2,USA,1990,2,USA,234,840,USA,840,1,1,1,1,Episcopalian,1510,365,1300,365
2,USA,1991,2,USA,234,840,USA,840,1,1,1,1,Episcopalian,1510,365,1300,365
2,USA,1992,2,USA,234,840,USA,840,1,1,1,1,Episcopalian,1510,366,1300,366
2,USA,1993,2,USA,234,840,USA,840,1,1,1,2,Baptist,1440,345,1300,365
2,USA,1994,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,365,1300,365
2,USA,1995,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,365,1300,365
2,USA,1996,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,366,1300,366
2,USA,1997,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,365,1300,365
2,USA,1998,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,365,1300,365
2,USA,1999,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,365,1300,365
2,USA,2000,2,USA,234,840,USA,840,1,1,1,1,Baptist,1440,366,1300,366
2,USA,2001,2,USA,234,840,USA,840,1,1,1,2,Methodist,1460,345,1300,365
2,USA,2002,2,USA,234,840,USA,840,1,1,1,1,Methodist,1460,365,1300,365
2,USA,2003,2,USA,234,840,USA,840,1,1,1,1,Methodist,1460,365,1300,365
2,USA,2004,2,USA,234,840,USA,840,1,1,1,1,Methodist,1460,366,1300,366
2,USA,2005,2,USA,234,840,USA,840,1,1,1,1,Methodist,1460,365,1300,365
2,USA,2006,2,USA,234,840,USA,840,1,1,1,1,Methodist,1460,365,1300,365
2,USA,2007,2,USA,234,840,USA,840,1,1,1,1,Methodist,1460,365,1300,365
2,USA,2008,2,USA,234,840,USA,840,1,1,1,1,Methodist,1460,366,1300,366
2,USA,2009,2,USA,234,840,USA,840,1,1,1,2,Protestant (NFI),1400,345,1300,365
2,USA,2010,2,USA,234,840,USA,840,1,1,1,1,Protestant (NFI),1400,365,1300,365
2,USA,2011,2,USA,234,840,USA,840,1,1,1,1,Protestant (NFI),1400,365,1300,365
2,USA,2012,2,USA,234,840,USA,840,1,1,1,1,Protestant (NFI),1400,366,1300,366
2,USA,2013,2,USA,234,840,USA,840,1,1,1,1,Protestant (NFI),1400,365,1300,365
2,USA,2014,2,USA,234,840,USA,840,1,1,1,1,Protestant (NFI),1400,365,1300,365
2,USA,2015,2,USA,234,840,USA,840,1,1,1,1,Protestant (NFI),1400,365,1300,365
2,USA,2016,2,USA,234,840,USA,840,1,1,1,1,Protestant (NFI),1400,366,1300,366
2,USA,2017,2,USA,234,840,USA,840,1,1,1,2,Presbyterian,1422,345,1300,365
2,USA,2018,2,USA,234,840,USA,840,1,1,1,1,Presbyterian,1422,365,1300,365
20,CAN,1946,20,CAN,41,124,CAN,124,1,1,1,1,Presbyterian,1422,365,1300,365
20,CAN,1947,20,CAN,41,124,CAN,124,1,1,1,1,Presbyterian,1422,365,1300,365
20,CAN,1948,20,CAN,41,124,CAN,124,1,1,1,2,Presbyterian,1422,318,1300,318
20,CAN,1949,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1950,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1951,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1952,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,366,1200,366
20,CAN,1953,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1954,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1955,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1956,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,366,1200,366
20,CAN,1957,20,CAN,41,124,CAN,124,1,1,1,2,Baptist,1440,193,1300,193
20,CAN,1958,20,CAN,41,124,CAN,124,1,1,1,1,Baptist,1440,365,1300,365
20,CAN,1959,20,CAN,41,124,CAN,124,1,1,1,1,Baptist,1440,365,1300,365
20,CAN,1960,20,CAN,41,124,CAN,124,1,1,1,1,Baptist,1440,366,1300,366
20,CAN,1961,20,CAN,41,124,CAN,124,1,1,1,1,Baptist,1440,365,1300,365
20,CAN,1962,20,CAN,41,124,CAN,124,1,1,1,1,Baptist,1440,365,1300,365
20,CAN,1963,20,CAN,41,124,CAN,124,1,1,1,2,United Church of Canada (originally Methodist),1470,252,1300,365
20,CAN,1964,20,CAN,41,124,CAN,124,1,1,1,1,United Church of Canada (originally Methodist),1470,366,1300,366
20,CAN,1965,20,CAN,41,124,CAN,124,1,1,1,1,United Church of Canada (originally Methodist),1470,365,1300,365
20,CAN,1966,20,CAN,41,124,CAN,124,1,1,1,1,United Church of Canada (originally Methodist),1470,365,1300,365
20,CAN,1967,20,CAN,41,124,CAN,124,1,1,1,1,United Church of Canada (originally Methodist),1470,365,1300,365
20,CAN,1968,20,CAN,41,124,CAN,124,1,1,1,2,Roman Catholic,1222,255,1200,255
20,CAN,1969,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1970,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1971,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1972,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,366,1200,366
20,CAN,1973,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1974,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1975,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1976,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,366,1200,366
20,CAN,1977,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1978,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1979,20,CAN,41,124,CAN,124,1,1,1,2,Roman Catholic,1222,365,1200,365
20,CAN,1980,20,CAN,41,124,CAN,124,1,1,1,2,Roman Catholic,1222,366,1200,366
20,CAN,1981,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1982,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1983,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1984,20,CAN,41,124,CAN,124,1,1,1,3,Roman Catholic,1222,366,1200,366
20,CAN,1985,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1986,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1987,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1988,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,366,1200,366
20,CAN,1989,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1990,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1991,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1992,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,366,1200,366
20,CAN,1993,20,CAN,41,124,CAN,124,1,1,1,3,Roman Catholic,1222,233,1200,233
20,CAN,1994,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1995,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1996,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,366,1200,366
20,CAN,1997,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1998,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,1999,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,2000,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,366,1200,366
20,CAN,2001,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,2002,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,2003,20,CAN,41,124,CAN,124,1,1,1,2,Roman Catholic,1222,365,1200,365
20,CAN,2004,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,366,1200,366
20,CAN,2005,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,2006,20,CAN,41,124,CAN,124,1,1,1,2,Protestant,1400,328,1300,328
20,CAN,2007,20,CAN,41,124,CAN,124,1,1,1,1,Protestant,1400,365,1300,365
20,CAN,2008,20,CAN,41,124,CAN,124,1,1,1,1,Protestant,1400,366,1300,366
20,CAN,2009,20,CAN,41,124,CAN,124,1,1,1,1,Protestant,1400,365,1300,365
20,CAN,2010,20,CAN,41,124,CAN,124,1,1,1,1,Protestant,1400,365,1300,365
20,CAN,2011,20,CAN,41,124,CAN,124,1,1,1,1,Protestant,1400,365,1300,365
20,CAN,2012,20,CAN,41,124,CAN,124,1,1,1,1,Protestant,1400,366,1300,366
20,CAN,2013,20,CAN,41,124,CAN,124,1,1,1,1,Protestant,1400,365,1300,365
20,CAN,2014,20,CAN,41,124,CAN,124,1,1,1,1,Protestant,1400,365,1300,365
20,CAN,2015,20,CAN,41,124,CAN,124,1,1,1,2,Protestant,1400,307,1300,307
20,CAN,2016,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,366,1200,366
20,CAN,2017,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
20,CAN,2018,20,CAN,41,124,CAN,124,1,1,1,1,Roman Catholic,1222,365,1200,365
31,BHM,1973,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,174,1300,174
31,BHM,1974,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,365,1300,365
31,BHM,1975,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,365,1300,365
31,BHM,1976,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,366,1300,366
31,BHM,1977,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,365,1300,365
31,BHM,1978,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,365,1300,365
31,BHM,1979,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,365,1300,365
31,BHM,1980,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,366,1300,366
31,BHM,1981,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,365,1300,365
31,BHM,1982,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,365,1300,365
31,BHM,1983,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,365,1300,365
31,BHM,1984,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,366,1300,366
31,BHM,1985,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,365,1300,365
31,BHM,1986,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,365,1300,365
31,BHM,1987,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,365,1300,365
31,BHM,1988,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,366,1300,366
31,BHM,1989,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,365,1300,365
31,BHM,1990,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,365,1300,365
31,BHM,1991,,,17,44,BHS,44,1,0,1,1,Church of God of Prophecy (Pentecostal),1520,365,1300,365
31,BHM,1992,,,17,44,BHS,44,1,0,1,2,Church of God of Prophecy (Pentecostal),1520,233,1300,366
31,BHM,1993,,,17,44,BHS,44,1,0,1,1,Protestant (NFI),1400,365,1300,365
31,BHM,1994,,,17,44,BHS,44,1,0,1,1,Protestant (NFI),1400,365,1300,365
31,BHM,1995,,,17,44,BHS,44,1,0,1,1,Protestant (NFI),1400,365,1300,365
31,BHM,1996,,,17,44,BHS,44,1,0,1,1,Protestant (NFI),1400,366,1300,366
31,BHM,1997,,,17,44,BHS,44,1,0,1,1,Protestant (NFI),1400,365,1300,365
31,BHM,1998,,,17,44,BHS,44,1,0,1,1,Protestant (NFI),1400,365,1300,365
31,BHM,1999,,,17,44,BHS,44,1,0,1,1,Protestant (NFI),1400,365,1300,365
31,BHM,2000,,,17,44,BHS,44,1,0,1,1,Protestant (NFI),1400,366,1300,366
31,BHM,2001,,,17,44,BHS,44,1,0,1,1,Protestant (NFI),1400,365,1300,365
31,BHM,2002,,,17,44,BHS,44,1,0,1,2,Anglican,1510,242,1300,365
31,BHM,2003,,,17,44,BHS,44,1,0,1,1,Anglican,1510,365,1300,365
31,BHM,2004,,,17,44,BHS,44,1,0,1,1,Anglican,1510,366,1300,366
31,BHM,2005,,,17,44,BHS,44,1,0,1,1,Anglican,1510,365,1300,365
31,BHM,2006,,,17,44,BHS,44,1,0,1,1,Anglican,1510,365,1300,365
31,BHM,2007,,,17,44,BHS,44,1,0,1,2,Protestant (NFI),1400,241,1300,365
31,BHM,2008,,,17,44,BHS,44,1,0,1,1,Protestant (NFI),1400,366,1300,366
31,BHM,2009,,,17,44,BHS,44,1,0,1,1,Protestant (NFI),1400,365,1300,365
31,BHM,2010,,,17,44,BHS,44,1,0,1,1,Protestant (NFI),1400,365,1300,365
31,BHM,2011,,,17,44,BHS,44,1,0,1,1,Protestant (NFI),1400,365,1300,365
31,BHM,2012,,,17,44,BHS,44,1,0,1,2,Anglican,1510,237,1300,366
31,BHM,2013,,,17,44,BHS,44,1,0,1,1,Anglican,1510,365,1300,365
31,BHM,2014,,,17,44,BHS,44,1,0,1,1,Anglican,1510,365,1300,365
31,BHM,2015,,,17,44,BHS,44,1,0,1,1,Anglican,1510,365,1300,365
31,BHM,2016,,,17,44,BHS,44,1,0,1,1,Anglican,1510,366,1300,366
31,BHM,2017,,,17,44,BHS,44,1,0,1,2,Roman Catholic,1222,234,1200,234
31,BHM,2018,,,17,44,BHS,44,1,0,1,1,Roman Catholic,1222,365,1200,365
40,CUB,1946,40,CUB,63,192,CUB,192,1,1,1,1,,,365,,365
40,CUB,1947,40,CUB,63,192,CUB,192,1,1,1,1,,,365,,365
40,CUB,1948,40,CUB,63,192,CUB,192,1,1,1,2,,,366,,366
40,CUB,1949,40,CUB,63,192,CUB,192,1,1,1,1,,,365,,365
40,CUB,1950,40,CUB,63,192,CUB,192,1,1,1,1,,,365,,365
40,CUB,1951,40,CUB,63,192,CUB,192,1,1,1,1,,,365,,365
40,CUB,1952,40,CUB,63,192,CUB,192,1,1,1,2,Roman Catholic,1222,296,1200,296
40,CUB,1953,40,CUB,63,192,CUB,192,1,1,1,1,Roman Catholic,1222,365,1200,365
40,CUB,1954,40,CUB,63,192,CUB,192,1,1,1,1,Roman Catholic,1222,365,1200,365
40,CUB,1955,40,CUB,63,192,CUB,192,1,1,1,1,Roman Catholic,1222,365,1200,365
40,CUB,1956,40,CUB,63,192,CUB,192,1,1,1,1,Roman Catholic,1222,366,1200,366
40,CUB,1957,40,CUB,63,192,CUB,192,1,1,1,1,Roman Catholic,1222,365,1200,365
40,CUB,1958,40,CUB,63,192,CUB,192,1,1,1,1,Roman Catholic,1222,365,1200,365
40,CUB,1959,40,CUB,63,192,CUB,192,1,1,1,2,Atheist,9100,364,9100,364
40,CUB,1960,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,366,9100,366
40,CUB,1961,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1962,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1963,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1964,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,366,9100,366
40,CUB,1965,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1966,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1967,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1968,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,366,9100,366
40,CUB,1969,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1970,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1971,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1972,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,366,9100,366
40,CUB,1973,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1974,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1975,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1976,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,366,9100,366
40,CUB,1977,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1978,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1979,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1980,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,366,9100,366
40,CUB,1981,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1982,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1983,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1984,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,366,9100,366
40,CUB,1985,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1986,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1987,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1988,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,366,9100,366
40,CUB,1989,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1990,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1991,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1992,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,366,9100,366
40,CUB,1993,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1994,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1995,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1996,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,366,9100,366
40,CUB,1997,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1998,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,1999,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,2000,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,366,9100,366
40,CUB,2001,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,2002,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,2003,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,2004,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,366,9100,366
40,CUB,2005,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,2006,40,CUB,63,192,CUB,192,1,1,1,2,Atheist,9100,365,9100,365
40,CUB,2007,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,2008,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,366,9100,366
40,CUB,2009,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,2010,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,2011,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,2012,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,366,9100,366
40,CUB,2013,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,2014,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,2015,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,2016,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,366,9100,366
40,CUB,2017,40,CUB,63,192,CUB,192,1,1,1,1,Atheist,9100,365,9100,365
40,CUB,2018,40,CUB,63,192,CUB,192,1,1,1,2,Atheist,9100,365,9100,365
41,HAI,1946,41,HAI,103,332,HTI,332,1,1,1,3,Roman Catholic,1222,365,1200,365
41,HAI,1947,41,HAI,103,332,HTI,332,1,1,1,1,Roman Catholic,1222,365,1200,365
41,HAI,1948,41,HAI,103,332,HTI,332,1,1,1,1,Roman Catholic,1222,366,1200,366
41,HAI,1949,41,HAI,103,332,HTI,332,1,1,1,1,Roman Catholic,1222,365,1200,365
41,HAI,1950,41,HAI,103,332,HTI,332,1,1,1,3,Roman Catholic,1222,365,1200,365
41,HAI,1951,41,HAI,103,332,HTI,332,1,1,1,1,Roman Catholic,1222,365,1200,365
41,HAI,1952,41,HAI,103,332,HTI,332,1,1,1,1,Roman Catholic,1222,366,1200,366
41,HAI,1953,41,HAI,103,332,HTI,332,1,1,1,1,Roman Catholic,1222,365,1200,365
41,HAI,1954,41,HAI,103,332,HTI,332,1,1,1,1,Roman Catholic,1222,365,1200,365
41,HAI,1955,41,HAI,103,332,HTI,332,1,1,1,1,Roman Catholic,1222,365,1200,365
41,HAI,1956,41,HAI,103,332,HTI,332,1,1,1,2,Roman Catholic,1222,366,1200,366
41,HAI,1957,41,HAI,103,332,HTI,332,1,1,1,6,Roman Catholic,1222,291,1200,291
41,HAI,1958,41,HAI,103,332,HTI,332,1,1,1,1,Voodooist,1900,365,1900,365
41,HAI,1959,41,HAI,103,332,HTI,332,1,1,1,1,Voodooist,1900,365,1900,365
41,HAI,1960,41,HAI,103,332,HTI,332,1,1,1,1,Voodooist,1900,366,1900,366
41,HAI,1961,41,HAI,103,332,HTI,332,1,1,1,1,Voodooist,1900,365,1900,365
41,HAI,1962,41,HAI,103,332,HTI,332,1,1,1,1,Voodooist,1900,365,1900,365
41,HAI,1963,41,HAI,103,332,HTI,332,1,1,1,1,Voodooist,1900,365,1900,365
